qeury metabbolite,gene,gene_type,modification,DeepVCF score,var
Metabolite:hdca_c,P0A8T7,non-metabolic,knock out,7.523076e-06,2.2213675e-10
Metabolite:hdca_c,P10441,metabolic,knock out,7.3357255e-06,2.1473831e-10
Metabolite:hdca_c,P09155,non-metabolic,knock out,7.206534e-06,2.0764421e-10
Metabolite:hdca_c,P77608,metabolic,overexpress,7.149992e-06,2.0283505e-10
Metabolite:hdca_c,P37051,metabolic,knock out,6.939156e-06,1.9094364e-10
Metabolite:hdca_c,P00946,metabolic,overexpress,6.7181986e-06,1.8016966e-10
Metabolite:hdca_c,P11868,metabolic,knock out,6.697325e-06,8.84849e-11
Metabolite:hdca_c,P0AGB0,metabolic,knock out,6.6152184e-06,1.09109465e-10
Metabolite:hdca_c,P21645,metabolic,overexpress,6.4575092e-06,3.5981353e-11
Metabolite:hdca_c,P00509,metabolic,knock out,6.346524e-06,1.4102106e-10
Metabolite:hdca_c,P05042,metabolic,knock out,6.277139e-06,6.016174e-11
Metabolite:hdca_c,P17994,non-metabolic,knock out,6.2416957e-06,1.3161569e-10
Metabolite:hdca_c,P37766,metabolic,knock out,6.0802663e-06,1.4508195e-10
Metabolite:hdca_c,P08312,non-metabolic,overexpress,6.0127923e-06,1.2908197e-10
Metabolite:hdca_c,P02932,metabolic,knock out,5.924502e-06,5.2789266e-11
Metabolite:hdca_c,P0A7R5,non-metabolic,knock out,5.919209e-06,1.3856101e-10
Metabolite:hdca_c,P0AF40,non-metabolic,knock out,5.8641253e-06,1.2612465e-10
Metabolite:hdca_c,P31068,non-metabolic,knock out,5.8416617e-06,1.2700234e-10
Metabolite:hdca_c,P37051,metabolic,overexpress,5.840866e-06,1.3640437e-10
Metabolite:hdca_c,P0A6G3,metabolic,knock out,5.733278e-06,1.2724374e-10
Metabolite:hdca_c,P0AEA5,metabolic,knock out,5.6630975e-06,1.2494823e-10
Metabolite:hdca_c,P77682,non-metabolic,overexpress,5.662026e-06,1.2808879e-10
Metabolite:hdca_c,P37177,non-metabolic,knock out,5.4978113e-06,1.1646431e-10
Metabolite:hdca_c,P0A6M8,non-metabolic,knock out,5.4303578e-06,1.1641596e-10
Metabolite:hdca_c,P0AGE9,metabolic,overexpress,5.410662e-06,3.8937187e-11
Metabolite:hdca_c,P78055,metabolic,overexpress,5.406558e-06,9.818154e-11
Metabolite:hdca_c,P08142,metabolic,overexpress,5.3639214e-06,1.0900576e-10
Metabolite:hdca_c,P62620,metabolic,knock out,5.3474078e-06,1.142428e-10
Metabolite:hdca_c,P77541,metabolic,knock out,5.1512593e-06,1.04518415e-10
Metabolite:hdca_c,P43676,non-metabolic,overexpress,5.1133024e-06,6.1278614e-11
Metabolite:hdca_c,P0A8V2,non-metabolic,knock out,5.1072793e-06,1.0334026e-10
Metabolite:hdca_c,P0A6H8,metabolic,overexpress,5.101023e-06,7.9298554e-11
Metabolite:hdca_c,P00363,metabolic,overexpress,5.0176177e-06,9.965301e-11
Metabolite:hdca_c,P76594,non-metabolic,overexpress,4.8971756e-06,6.1645064e-11
Metabolite:hdca_c,P0AEJ8,non-metabolic,overexpress,4.891384e-06,8.1076604e-11
Metabolite:hdca_c,P0AEU7,non-metabolic,overexpress,4.867088e-06,3.755725e-11
Metabolite:hdca_c,P0A832,non-metabolic,knock out,4.8519337e-06,9.4048644e-11
Metabolite:hdca_c,P0ABF4,non-metabolic,knock out,4.8237675e-06,7.592174e-11
Metabolite:hdca_c,P0A7S9,non-metabolic,knock out,4.801593e-06,9.202124e-11
Metabolite:hdca_c,P0ACB0,non-metabolic,knock out,4.786536e-06,9.067046e-11
Metabolite:hdca_c,P18133,metabolic,knock out,4.7429317e-06,8.967334e-11
Metabolite:hdca_c,P0A6V5,metabolic,knock out,4.7295744e-06,8.9036487e-11
Metabolite:hdca_c,P39381,non-metabolic,overexpress,4.7169356e-06,8.8623095e-11
Metabolite:hdca_c,P30850,non-metabolic,overexpress,4.654908e-06,8.6463885e-11
Metabolite:hdca_c,P77541,metabolic,overexpress,4.5671254e-06,7.998145e-11
Metabolite:hdca_c,P77730,non-metabolic,knock out,4.558008e-06,6.4445e-11
Metabolite:hdca_c,P64423,non-metabolic,knock out,4.531406e-06,8.163845e-11
Metabolite:hdca_c,P09831,metabolic,knock out,4.52733e-06,8.064708e-11
Metabolite:hdca_c,P0AC53,metabolic,knock out,4.505006e-06,6.911487e-11
Metabolite:hdca_c,P67153,non-metabolic,overexpress,4.504932e-06,7.927023e-11
Metabolite:hdca_c,P0AE12,metabolic,overexpress,4.502483e-06,8.093622e-11
Metabolite:hdca_c,P23837,non-metabolic,overexpress,4.387519e-06,7.668245e-11
Metabolite:hdca_c,P77434,metabolic,knock out,4.381253e-06,2.920348e-11
Metabolite:hdca_c,P09373,metabolic,knock out,4.3699774e-06,6.35111e-11
Metabolite:hdca_c,P0ADG1,non-metabolic,knock out,4.358341e-06,7.409696e-11
Metabolite:hdca_c,P0A9T0,metabolic,knock out,4.2010524e-06,2.5435098e-11
Metabolite:hdca_c,P0A898,non-metabolic,knock out,4.1847393e-06,6.996366e-11
Metabolite:hdca_c,P0A707,non-metabolic,knock out,4.1091994e-06,6.699256e-11
Metabolite:hdca_c,P27550,metabolic,overexpress,4.07643e-06,4.6122883e-11
Metabolite:hdca_c,P02931,metabolic,overexpress,4.0625014e-06,3.816355e-11
Metabolite:hdca_c,P08622,non-metabolic,knock out,4.0241093e-06,6.2466865e-11
Metabolite:hdca_c,P0CF42,non-metabolic,knock out,4.000544e-06,2.8353316e-11
Metabolite:hdca_c,P25738,non-metabolic,overexpress,3.94842e-06,2.5455096e-11
Metabolite:hdca_c,P25888,non-metabolic,overexpress,3.933705e-06,6.075736e-11
Metabolite:hdca_c,P0A6P9,metabolic,overexpress,3.894884e-06,6.022617e-11
Metabolite:hdca_c,P0AE78,non-metabolic,knock out,3.8686358e-06,3.4414045e-11
Metabolite:hdca_c,P75919,non-metabolic,knock out,3.832671e-06,5.768631e-11
Metabolite:hdca_c,P0A8Y1,metabolic,knock out,3.8233798e-06,5.7027476e-11
Metabolite:hdca_c,P0AE78,non-metabolic,overexpress,3.7911184e-06,5.2742304e-11
Metabolite:hdca_c,P0A9M8,metabolic,overexpress,3.7910097e-06,3.316717e-11
Metabolite:hdca_c,P00894,metabolic,overexpress,3.7865059e-06,4.305468e-11
Metabolite:hdca_c,P24224,metabolic,knock out,3.7718207e-06,5.4995425e-11
Metabolite:hdca_c,P75793,non-metabolic,knock out,3.6699264e-06,5.3746858e-11
Metabolite:hdca_c,P0A6Z1,non-metabolic,overexpress,3.619719e-06,5.1775462e-11
Metabolite:hdca_c,P09147,metabolic,knock out,3.6147667e-06,5.214258e-11
Metabolite:hdca_c,P76541,non-metabolic,knock out,3.599033e-06,1.7881068e-11
Metabolite:hdca_c,P0AFJ7,non-metabolic,knock out,3.549341e-06,2.6275999e-11
Metabolite:hdca_c,P0ABF4,non-metabolic,overexpress,3.547793e-06,2.3367298e-11
Metabolite:hdca_c,P45545,non-metabolic,overexpress,3.5172523e-06,4.9302108e-11
Metabolite:hdca_c,P24188,non-metabolic,knock out,3.5064288e-06,4.907365e-11
Metabolite:hdca_c,P77221,non-metabolic,knock out,3.502267e-06,4.585813e-11
Metabolite:hdca_c,P33018,metabolic,knock out,3.489884e-06,4.847293e-11
Metabolite:hdca_c,P0AE18,non-metabolic,overexpress,3.4386526e-06,4.7290623e-11
Metabolite:hdca_c,P0A6I9,metabolic,knock out,3.4206635e-06,4.0238264e-11
Metabolite:hdca_c,P28304,non-metabolic,overexpress,3.3611122e-06,4.4253996e-11
Metabolite:hdca_c,P0ABC7,non-metabolic,knock out,3.3455683e-06,4.350849e-11
Metabolite:hdca_c,P0A8V6,non-metabolic,overexpress,3.3438384e-06,4.436927e-11
Metabolite:hdca_c,P69054,metabolic,knock out,3.3371368e-06,3.557629e-11
Metabolite:hdca_c,P0A7T3,non-metabolic,knock out,3.314887e-06,4.393496e-11
Metabolite:hdca_c,P37689,metabolic,knock out,3.2551093e-06,3.2815667e-11
Metabolite:hdca_c,P45469,non-metabolic,knock out,3.246685e-06,1.4309201e-11
Metabolite:hdca_c,P39381,non-metabolic,knock out,3.225575e-06,3.9566992e-11
Metabolite:hdca_c,P62395,non-metabolic,knock out,3.2115354e-06,4.1146985e-11
Metabolite:hdca_c,P69054,metabolic,overexpress,3.1741206e-06,3.183339e-11
Metabolite:hdca_c,P0AFM6,non-metabolic,overexpress,3.173584e-06,1.9472726e-11
Metabolite:hdca_c,P25437,metabolic,overexpress,3.1729426e-06,3.8346232e-11
Metabolite:hdca_c,P0AC44,metabolic,overexpress,3.1604957e-06,1.8436901e-11
Metabolite:hdca_c,P0AFG6,metabolic,knock out,3.1291445e-06,1.6587466e-11
Metabolite:hdca_c,P0A9B2,metabolic,overexpress,3.1128309e-06,1.7030436e-11
Metabolite:hdca_c,P0A870,metabolic,overexpress,3.0922795e-06,3.5215136e-11
Metabolite:hdca_c,P67662,non-metabolic,knock out,3.0859578e-06,3.4079704e-11
Metabolite:hdca_c,P0AAU7,non-metabolic,knock out,3.0612234e-06,3.6458357e-11
Metabolite:hdca_c,P32162,non-metabolic,knock out,2.9523096e-06,2.2938608e-11
Metabolite:hdca_c,P0A9Q7,metabolic,overexpress,2.949467e-06,3.2463428e-11
Metabolite:hdca_c,P0A6U3,non-metabolic,knock out,2.9416976e-06,2.810524e-11
Metabolite:hdca_c,P0AFW0,non-metabolic,knock out,2.927685e-06,1.9708577e-11
Metabolite:hdca_c,P24241,metabolic,overexpress,2.8998409e-06,3.3624582e-11
Metabolite:hdca_c,P61517,metabolic,knock out,2.8541679e-06,2.4734905e-11
Metabolite:hdca_c,P0AEJ4,non-metabolic,overexpress,2.8424774e-06,3.224874e-11
Metabolite:hdca_c,P11071,non-metabolic,overexpress,2.837656e-06,2.0421765e-11
Metabolite:hdca_c,P0A9R4,non-metabolic,overexpress,2.8223628e-06,3.1731246e-11
Metabolite:hdca_c,P16456,metabolic,knock out,2.8202458e-06,3.1795552e-11
Metabolite:hdca_c,P60624,non-metabolic,knock out,2.807999e-06,3.0881315e-11
Metabolite:hdca_c,P0AGE9,metabolic,knock out,2.7840713e-06,1.7379204e-11
Metabolite:hdca_c,P10441,metabolic,overexpress,2.7749472e-06,1.9783545e-11
Metabolite:hdca_c,P0AA16,non-metabolic,knock out,2.7625708e-06,1.8845477e-11
Metabolite:hdca_c,P76090,non-metabolic,overexpress,2.748414e-06,3.0214466e-11
Metabolite:hdca_c,P0A6I0,metabolic,overexpress,2.7353176e-06,8.384542e-12
Metabolite:hdca_c,P0AFM9,non-metabolic,knock out,2.7342624e-06,2.843164e-11
Metabolite:hdca_c,P02358,non-metabolic,knock out,2.7281596e-06,2.9761554e-11
Metabolite:hdca_c,P0AA04,metabolic,knock out,2.6829455e-06,1.3449383e-11
Metabolite:hdca_c,P00363,metabolic,knock out,2.682347e-06,2.1876997e-11
Metabolite:hdca_c,P77330,non-metabolic,overexpress,2.6745897e-06,2.8591352e-11
Metabolite:hdca_c,P42904,non-metabolic,knock out,2.6677706e-06,1.659745e-11
Metabolite:hdca_c,P69222,non-metabolic,knock out,2.6135574e-06,2.4898231e-11
Metabolite:hdca_c,P37757,non-metabolic,overexpress,2.59091e-06,2.590582e-11
Metabolite:hdca_c,P05791,metabolic,knock out,2.5658337e-06,1.4336215e-11
Metabolite:hdca_c,P0AD61,metabolic,knock out,2.560634e-06,1.21075745e-11
Metabolite:hdca_c,P24240,metabolic,overexpress,2.511115e-06,2.4907344e-11
Metabolite:hdca_c,P37692,metabolic,knock out,2.502988e-06,1.2418552e-11
Metabolite:hdca_c,P0AEA5,metabolic,overexpress,2.5004786e-06,2.4521782e-11
Metabolite:hdca_c,P0A7J7,non-metabolic,knock out,2.4952851e-06,2.4660487e-11
Metabolite:hdca_c,P0AF24,metabolic,overexpress,2.4672108e-06,2.1769113e-11
Metabolite:hdca_c,P0ADY1,non-metabolic,overexpress,2.4516632e-06,1.9315211e-11
Metabolite:hdca_c,P42632,metabolic,knock out,2.4192714e-06,2.244783e-11
Metabolite:hdca_c,P0AEJ8,non-metabolic,knock out,2.405285e-06,9.433336e-12
Metabolite:hdca_c,P39408,non-metabolic,knock out,2.388492e-06,2.2764858e-11
Metabolite:hdca_c,P0A991,metabolic,overexpress,2.3745322e-06,1.8290147e-11
Metabolite:hdca_c,P0AE18,non-metabolic,knock out,2.3684722e-06,2.2149758e-11
Metabolite:hdca_c,P0AG30,non-metabolic,knock out,2.3601203e-06,1.0004894e-11
Metabolite:hdca_c,P0AEW9,metabolic,overexpress,2.324517e-06,2.1604643e-11
Metabolite:hdca_c,P0ACL9,non-metabolic,overexpress,2.2994861e-06,9.61136e-12
Metabolite:hdca_c,P75936,non-metabolic,overexpress,2.2846998e-06,1.8344905e-11
Metabolite:hdca_c,P45545,non-metabolic,knock out,2.2749227e-06,1.7488528e-11
Metabolite:hdca_c,P0A6A3,metabolic,overexpress,2.2565698e-06,3.1223125e-12
Metabolite:hdca_c,P07464,non-metabolic,overexpress,2.2424922e-06,1.8268461e-11
Metabolite:hdca_c,P0ACJ8,non-metabolic,knock out,2.2285144e-06,1.6457178e-11
Metabolite:hdca_c,P67153,non-metabolic,knock out,2.2246256e-06,9.18637e-12
Metabolite:hdca_c,P0A8A4,non-metabolic,overexpress,2.2200006e-06,1.8526992e-11
Metabolite:hdca_c,P27302,metabolic,overexpress,2.1880355e-06,5.7899406e-12
Metabolite:hdca_c,P17169,metabolic,knock out,2.1787985e-06,1.6137367e-11
Metabolite:hdca_c,P0A717,metabolic,knock out,2.1751275e-06,1.1417072e-11
Metabolite:hdca_c,P67143,non-metabolic,knock out,2.1684377e-06,1.8762842e-11
Metabolite:hdca_c,P76458,metabolic,overexpress,2.080528e-06,1.1862911e-11
Metabolite:hdca_c,P31553,metabolic,overexpress,2.078678e-06,1.7211923e-11
Metabolite:hdca_c,P77567,metabolic,overexpress,2.0670002e-06,1.6745327e-11
Metabolite:hdca_c,P77218,metabolic,overexpress,2.032933e-06,6.280207e-12
Metabolite:hdca_c,P0A796,metabolic,knock out,2.002883e-06,6.879111e-12
Metabolite:hdca_c,P32664,metabolic,knock out,1.9729307e-06,1.4805008e-11
Metabolite:hdca_c,P76214,non-metabolic,knock out,1.967788e-06,1.5433878e-11
Metabolite:hdca_c,P45395,metabolic,overexpress,1.9555162e-06,1.30570155e-11
Metabolite:hdca_c,P76015,metabolic,overexpress,1.9544302e-06,1.5101705e-11
Metabolite:hdca_c,P77495,metabolic,knock out,1.9529225e-06,1.1741027e-11
Metabolite:hdca_c,P32674,metabolic,overexpress,1.951471e-06,1.5216248e-11
Metabolite:hdca_c,P36881,non-metabolic,knock out,1.9328843e-06,1.4930956e-11
Metabolite:hdca_c,P0ABX5,non-metabolic,knock out,1.9189497e-06,8.952996e-12
Metabolite:hdca_c,P14294,non-metabolic,overexpress,1.901379e-06,1.4268586e-11
Metabolite:hdca_c,P0A7X6,non-metabolic,knock out,1.8968364e-06,1.4389096e-11
Metabolite:hdca_c,P0AF54,non-metabolic,overexpress,1.8875107e-06,1.4154636e-11
Metabolite:hdca_c,P18843,metabolic,knock out,1.8740453e-06,1.3286021e-11
Metabolite:hdca_c,P41409,metabolic,knock out,1.8729769e-06,1.4029393e-11
Metabolite:hdca_c,P0AA84,metabolic,overexpress,1.8253344e-06,4.9495273e-12
Metabolite:hdca_c,P27835,metabolic,overexpress,1.821104e-06,1.188607e-11
Metabolite:hdca_c,P25522,non-metabolic,knock out,1.8210138e-06,1.3224556e-11
Metabolite:hdca_c,P62707,metabolic,knock out,1.7987334e-06,5.453636e-12
Metabolite:hdca_c,P11454,metabolic,knock out,1.7674396e-06,4.9501215e-12
Metabolite:hdca_c,P0AG59,non-metabolic,knock out,1.7654007e-06,1.2453168e-11
Metabolite:hdca_c,P0A6F3,metabolic,knock out,1.7371148e-06,1.1716464e-12
Metabolite:hdca_c,P0ABY2,non-metabolic,knock out,1.7330258e-06,1.1322138e-11
Metabolite:hdca_c,P67244,non-metabolic,knock out,1.7273322e-06,1.11745726e-11
Metabolite:hdca_c,P75959,metabolic,overexpress,1.6980212e-06,1.14909835e-11
Metabolite:hdca_c,P33599,metabolic,knock out,1.6972989e-06,1.1200119e-11
Metabolite:hdca_c,P00946,metabolic,knock out,1.6924735e-06,1.1170823e-11
Metabolite:hdca_c,P0AG74,non-metabolic,knock out,1.6892408e-06,1.133387e-11
Metabolite:hdca_c,P19323,non-metabolic,knock out,1.6838766e-06,1.1047835e-11
Metabolite:hdca_c,P63746,non-metabolic,overexpress,1.6752095e-06,8.889513e-12
Metabolite:hdca_c,P03825,non-metabolic,overexpress,1.6741308e-06,1.0868745e-11
Metabolite:hdca_c,P06996,metabolic,knock out,1.6603437e-06,7.547756e-12
Metabolite:hdca_c,P0ACF4,non-metabolic,knock out,1.6489614e-06,1.0454772e-11
Metabolite:hdca_c,P64631,non-metabolic,knock out,1.6465664e-06,9.771623e-12
Metabolite:hdca_c,P64572,non-metabolic,knock out,1.6400618e-06,8.314144e-12
Metabolite:hdca_c,P76555,non-metabolic,overexpress,1.6380145e-06,1.06158615e-11
Metabolite:hdca_c,P42909,non-metabolic,knock out,1.612461e-06,5.963379e-12
Metabolite:hdca_c,P0AC55,non-metabolic,knock out,1.5973714e-06,1.0163576e-11
Metabolite:hdca_c,P45395,metabolic,knock out,1.5927413e-06,8.276336e-12
Metabolite:hdca_c,P0ACB0,non-metabolic,overexpress,1.5925636e-06,1.01245175e-11
Metabolite:hdca_c,P23721,metabolic,knock out,1.5568205e-06,5.8007813e-12
Metabolite:hdca_c,P0C054,non-metabolic,overexpress,1.5493063e-06,9.374423e-12
Metabolite:hdca_c,P07649,non-metabolic,knock out,1.5363597e-06,9.261724e-12
Metabolite:hdca_c,P06616,non-metabolic,knock out,1.5327784e-06,9.370882e-12
Metabolite:hdca_c,P06999,metabolic,overexpress,1.5264139e-06,8.871719e-12
Metabolite:hdca_c,P37344,non-metabolic,knock out,1.5175768e-06,3.4737011e-12
Metabolite:hdca_c,P16659,non-metabolic,knock out,1.5082977e-06,7.552468e-12
Metabolite:hdca_c,P0A9C3,metabolic,knock out,1.5007437e-06,7.96843e-12
Metabolite:hdca_c,P0AB10,non-metabolic,overexpress,1.4954516e-06,8.893325e-12
Metabolite:hdca_c,P76576,non-metabolic,knock out,1.4945246e-06,8.644634e-12
Metabolite:hdca_c,P76014,metabolic,knock out,1.4945201e-06,3.093165e-12
Metabolite:hdca_c,P0A8M3,non-metabolic,knock out,1.4852992e-06,8.801644e-12
Metabolite:hdca_c,P0A8Q3,metabolic,knock out,1.4772212e-06,7.366337e-12
Metabolite:hdca_c,P0AE48,non-metabolic,knock out,1.4770894e-06,3.2914227e-12
Metabolite:hdca_c,P0A763,metabolic,overexpress,1.4748696e-06,8.350645e-12
Metabolite:hdca_c,P0AB65,metabolic,knock out,1.4744841e-06,6.0637493e-12
Metabolite:hdca_c,P16456,metabolic,overexpress,1.4643584e-06,8.576759e-12
Metabolite:hdca_c,P75793,non-metabolic,overexpress,1.4465226e-06,8.342297e-12
Metabolite:hdca_c,P76082,metabolic,overexpress,1.4316308e-06,5.723801e-12
Metabolite:hdca_c,P0AG67,non-metabolic,knock out,1.4312272e-06,8.157302e-12
Metabolite:hdca_c,P76014,metabolic,overexpress,1.4305739e-06,6.2598537e-12
Metabolite:hdca_c,P24173,metabolic,knock out,1.4286397e-06,4.5805863e-12
Metabolite:hdca_c,P0AE88,non-metabolic,knock out,1.4146952e-06,5.6109882e-12
Metabolite:hdca_c,P77243,metabolic,knock out,1.412229e-06,7.933484e-12
Metabolite:hdca_c,P0A8V0,non-metabolic,knock out,1.4101537e-06,7.869322e-12
Metabolite:hdca_c,P09053,metabolic,overexpress,1.4085952e-06,7.801861e-12
Metabolite:hdca_c,P21499,non-metabolic,overexpress,1.4054997e-06,7.846348e-12
Metabolite:hdca_c,P0A6X3,non-metabolic,overexpress,1.3957108e-06,7.096659e-12
Metabolite:hdca_c,P0ACX5,non-metabolic,knock out,1.3937935e-06,7.719271e-12
Metabolite:hdca_c,P00961,non-metabolic,knock out,1.3892061e-06,6.8903737e-12
Metabolite:hdca_c,P32669,metabolic,knock out,1.38456e-06,2.550557e-12
Metabolite:hdca_c,P46130,non-metabolic,knock out,1.3818691e-06,7.52301e-12
Metabolite:hdca_c,P0A6M4,non-metabolic,overexpress,1.3794463e-06,6.2702022e-12
Metabolite:hdca_c,P52697,metabolic,knock out,1.3696267e-06,6.318278e-12
Metabolite:hdca_c,P0AF24,metabolic,knock out,1.353379e-06,6.4908435e-12
Metabolite:hdca_c,P62707,metabolic,overexpress,1.3515521e-06,6.819211e-12
Metabolite:hdca_c,P60293,non-metabolic,overexpress,1.3426052e-06,6.4436776e-12
Metabolite:hdca_c,P0A8A4,non-metabolic,knock out,1.3256328e-06,2.5609076e-12
Metabolite:hdca_c,P31471,non-metabolic,overexpress,1.323432e-06,5.1707423e-12
Metabolite:hdca_c,P69786,metabolic,knock out,1.3222106e-06,6.6156256e-12
Metabolite:hdca_c,P0A8J8,non-metabolic,knock out,1.3184261e-06,6.5677117e-12
Metabolite:hdca_c,P0AES6,non-metabolic,knock out,1.3151514e-06,6.787996e-12
Metabolite:hdca_c,P08839,metabolic,knock out,1.3101234e-06,5.9461576e-12
Metabolite:hdca_c,P0AC55,non-metabolic,overexpress,1.3047639e-06,5.0176243e-12
Metabolite:hdca_c,P0ABH7,metabolic,overexpress,1.2989004e-06,4.713462e-12
Metabolite:hdca_c,P54745,metabolic,overexpress,1.2848782e-06,6.602072e-12
Metabolite:hdca_c,P27306,metabolic,knock out,1.2825293e-06,5.4577332e-12
Metabolite:hdca_c,P06999,metabolic,knock out,1.2739619e-06,3.2384327e-12
Metabolite:hdca_c,P0AA67,metabolic,overexpress,1.2709984e-06,6.4585234e-12
Metabolite:hdca_c,P69423,non-metabolic,overexpress,1.2603231e-06,6.353198e-12
Metabolite:hdca_c,P33919,non-metabolic,knock out,1.2541853e-06,6.2670468e-12
Metabolite:hdca_c,P0A873,non-metabolic,knock out,1.2535997e-06,6.0786493e-12
Metabolite:hdca_c,P0A7B3,metabolic,overexpress,1.2465085e-06,6.054461e-12
Metabolite:hdca_c,P31678,metabolic,knock out,1.2430341e-06,5.716824e-12
Metabolite:hdca_c,P23862,non-metabolic,knock out,1.2381304e-06,6.0557904e-12
Metabolite:hdca_c,P00370,metabolic,knock out,1.2354517e-06,5.7905104e-12
Metabolite:hdca_c,P0ABZ4,metabolic,overexpress,1.2333516e-06,6.080568e-12
Metabolite:hdca_c,P14294,non-metabolic,knock out,1.2326271e-06,6.044761e-12
Metabolite:hdca_c,P0A948,non-metabolic,knock out,1.2210687e-06,3.664504e-12
Metabolite:hdca_c,P10442,non-metabolic,overexpress,1.220008e-06,5.3423763e-12
Metabolite:hdca_c,P15286,non-metabolic,knock out,1.2199447e-06,5.946573e-12
Metabolite:hdca_c,P28915,non-metabolic,knock out,1.2160491e-06,3.3589527e-12
Metabolite:hdca_c,P0AB71,metabolic,knock out,1.1969754e-06,3.3565802e-12
Metabolite:hdca_c,P75961,non-metabolic,knock out,1.1949535e-06,5.639102e-12
Metabolite:hdca_c,P07762,metabolic,knock out,1.186396e-06,3.6115134e-12
Metabolite:hdca_c,P08337,metabolic,knock out,1.184709e-06,1.9190686e-12
Metabolite:hdca_c,P0A800,non-metabolic,knock out,1.1837077e-06,5.3848766e-12
Metabolite:hdca_c,P64636,metabolic,knock out,1.173248e-06,5.448802e-12
Metabolite:hdca_c,P45799,metabolic,knock out,1.1726037e-06,5.3933615e-12
Metabolite:hdca_c,P45551,non-metabolic,knock out,1.1560854e-06,4.9275575e-12
Metabolite:hdca_c,P18200,metabolic,knock out,1.1504394e-06,3.0586263e-12
Metabolite:hdca_c,P45800,non-metabolic,knock out,1.14997e-06,5.2602683e-12
Metabolite:hdca_c,P0A7L3,non-metabolic,knock out,1.147534e-06,5.2317204e-12
Metabolite:hdca_c,P0AFM9,non-metabolic,overexpress,1.1449472e-06,4.715288e-12
Metabolite:hdca_c,P33012,non-metabolic,overexpress,1.1444727e-06,5.235609e-12
Metabolite:hdca_c,P37351,metabolic,knock out,1.1376549e-06,4.4897367e-12
Metabolite:hdca_c,P63204,non-metabolic,knock out,1.1182163e-06,1.6911458e-12
Metabolite:hdca_c,P27305,non-metabolic,knock out,1.0946925e-06,2.5621627e-12
Metabolite:hdca_c,P76540,non-metabolic,knock out,1.0904195e-06,3.3504761e-12
Metabolite:hdca_c,P77528,non-metabolic,knock out,1.0810799e-06,4.61405e-12
Metabolite:hdca_c,P0A7E3,metabolic,knock out,1.0788644e-06,4.6528484e-12
Metabolite:hdca_c,P69228,non-metabolic,overexpress,1.0553737e-06,4.4389744e-12
Metabolite:hdca_c,P32162,non-metabolic,overexpress,1.0455376e-06,3.0135586e-12
Metabolite:hdca_c,P0AC86,metabolic,knock out,1.0440302e-06,4.323494e-12
Metabolite:hdca_c,P30014,non-metabolic,knock out,1.0422389e-06,4.3437892e-12
Metabolite:hdca_c,P12999,metabolic,knock out,1.0374911e-06,4.1797395e-12
Metabolite:hdca_c,P0ADM8,non-metabolic,overexpress,1.0300957e-06,2.5655801e-12
Metabolite:hdca_c,P04949,non-metabolic,knock out,1.0186855e-06,1.1867957e-12
Metabolite:hdca_c,P37747,metabolic,knock out,1.0171949e-06,1.308045e-12
