CPX-9181	P00549 P10659 P19358 P37291 P40054 P40510 P52910
CPX-1901	P24004 P33760 Q08215
CPX-1903	P32800 Q04370 Q05568
CPX-1904	P40155 P53112 P80667
CPX-1905	P38855 P39108
CPX-1906	P39108 P50091
CPX-1939	P32613 P32893 P36149 P38334 Q03337 Q03630 Q03660 Q03784 Q04183 Q99394
CPX-1940	P36149 P38334 Q03337 Q03630 Q03784 Q99394
CPX-1947	P00958 P46655 P46672
CPX-2091	P10363 P13382 P20457 P38121
CPX-2101	P15436 P46957 P47110
CPX-2110	P21951 P24482 P27344 Q04603
CPX-2112	P11938 P29539 Q06208
CPX-2122	P31376 P35817 P38326 P53201 P53930 P60010 P80428 Q03388 Q03433 Q03940 Q05471 Q06707 Q12464 Q12509
CPX-2156	P12612 P39076 P39077 P39078 P39079 P40413 P42943 P47079
CPX-2225	P06787 P19524 P53141
CPX-2262	O13563 O94742 P21242 P21243 P22141 P23638 P23639 P23724 P25043 P25451 P30656 P30657 P32379 P32496 P32565 P33297 P33298 P33299 P38624 P38764 P38886 P40016 P40302 P40303 P40327 P43588 P53549 Q01939 Q04062 Q06103 Q08723 Q12250 Q12377
CPX-2267	P00445 P40202
CPX-2268	O74700 P87108
CPX-2321	P38829 P40469 Q05583
CPX-2371	P53299 P57744
CPX-2523	P15303 P20606 P38968 P40482 Q04491
CPX-2533	P35201 P38265 P38313 P38907 P43618 P47167 P53298 Q02732 Q06162 Q06675 Q12262 Q12493 Q12748 Q2V2P8 Q3E829 Q3E835
CPX-2541	P52490 P53152
CPX-2566	P02294 P02309 P04911 P61830
CPX-2581	P32461 P40487
CPX-2660	P04051 P07703 P17890 P20434 P20435 P20436 P22139 P22276 P25441 P28000 P32349 P32910 P35718 P36121 P40422 P47076 Q04307
CPX-2678	P40367 Q06636
CPX-2680	Q06636 Q07830
CPX-2723	P47158 Q07821 Q12425
CPX-2800	P06782 P12904 P34164
CPX-2854	P02994 P29547 P32471
CPX-2894	P36107 Q06346
CPX-2902	P06104 P10862
CPX-2910	P06104 Q07457
CPX-2918	P06104 P19812
CPX-2921	P39940 P48524
CPX-2923	P39940 Q03758
CPX-2935	P06104 Q07963
CPX-2937	P06104 Q03162 Q07963
CPX-2944	P24279 P29469 P29496 P30665 P38132 P53091
CPX-2946	P25694 P33755 P53044
CPX-2948	P38428 Q02159
CPX-2950	O74700 P32830 P87108
CPX-3028	P06780 Q04952
CPX-3034	P07342 P25605
CPX-3036	P31382 P33775
CPX-3037	P33775 P47190
CPX-3038	P31382 P52867
CPX-3040	P47190 P52867
CPX-3055	P14906 P21825 P32915 P33754 P35179 P39742 P52870
CPX-3056	P14906 P21825 P33754 P39742
CPX-3069	P25694 P33755 Q04311
CPX-3070	P38307 Q03714 Q04228 Q05787 Q08109 Q99220
CPX-3074	P40318 Q04228
CPX-3078	P16664 P40395
CPX-3087	P38751 P38957 P40465 Q12318
CPX-3088	P34756 P42837 P43601 P53950 Q06708
CPX-3139	P25301 P38953
CPX-3146	P13433 P14908
CPX-3155	P38806 P38811 P39995 P43572 P47128 P53201 P53911 P53930 P60010 P80428 Q06337 Q08649 Q12432
CPX-3158	P25045 P32368 P40970 P53224 Q06144 Q3E790
CPX-3159	P38324 Q12098
CPX-3163	P39692 P47169
CPX-3172	P38247 P53290 Q00582 Q02205 Q3E830
CPX-3179	P32828 P40072
CPX-3180	P32580 P39112
CPX-3184	P39995 P53911 Q12432
CPX-3185	P38806 P43572 Q08649
CPX-3188	P23201 P40091 P41697 P41832 P48566 Q12317
CPX-3196	P18409 P39722 P41800 P53083 Q92328
CPX-3207	P09624 P12695 P16387 P16451 P32473
CPX-3212	P26449 P40957 P40958 P41695
CPX-3215	P32558 Q04636
CPX-3226	P19263 P19659 P25046 P32259 P32569 P32570 P32585 P33308 P34162 P38304 P38633 P38782 P40356 P47822 P53114 Q06213 Q08278 Q12124 Q12321 Q12343 Q99278
CPX-3231	P38164 P38742 P39923 P47170 P53011 Q03897 Q04491 Q08281
CPX-3233	P34078 P38247 P53290 Q00582 Q02205
CPX-3234	P07834 P14682 P52286 Q08273 Q12018
CPX-3238	P52488 Q06624
CPX-3241	P14682 P24814 P52286 Q08273 Q12018
CPX-3242	P14682 P52286 Q05930 Q08273 Q12018
CPX-3243	P14682 P52286 Q04511 Q08273 Q12018
CPX-3244	P14682 P47005 P52286 Q08273 Q12018
CPX-3248	P53895 P53983 P54074
CPX-3249	P14682 P39014 P52286 Q08273 Q12018
CPX-3250	P14682 P52286 Q08273 Q08496 Q12018
CPX-3253	P14682 P52286 Q06479 Q08273 Q12018
CPX-3254	P14682 P38352 P52286 Q08273 Q12018
CPX-3255	P14682 P52286 Q08273 Q12018 Q12347
CPX-3265	P25694 P33755 P53044 Q04781 Q05468 Q12532
CPX-3279	P40576 Q02888
CPX-3281	P00830 P00854 P00856 P05626 P07251 P09457 P21306 P30902 P38077 P61829 P81449 P81450 P81451 Q06405 Q12165 Q12233 Q12349
CPX-3284	P28005 P38208 P38291 P38336 P38786 P40993 P41812 P53218 P53833 Q12530
CPX-3294	P36102 P53010
CPX-3298	P17214 Q03096 Q06163
