dataset	taxaID	locus	gene	essentiality
108	83333	fimA	fimA	NE
108	83333	fimB	fimB	NE
108	83333	fimC	fimC	NE
108	83333	fimD	fimD	NE
108	83333	fimE	fimE	NE
108	83333	fimF	fimF	NE
108	83333	fimG	fimG	NE
108	83333	fimH	fimH	NE
108	83333	fimI	fimI	NE
108	83333	fimZ	fimZ	NE
108	83333	fipB	fipB	NE
108	83333	fipC	fipC	NE
108	83333	fis	fis	NE
108	83333	fiu	fiu	NE
108	83333	fixA	fixA	NE
108	83333	fixB	fixB	NE
108	83333	fixC	fixC	NE
108	83333	fixX	fixX	NE
108	83333	fklB	fklB	NE
108	83333	fkpA	fkpA	NE
108	83333	fkpB	fkpB	NE
108	83333	fldA	fldA	E
108	83333	fldB	fldB	NE
108	83333	flgA	flgA	NE
108	83333	flgB	flgB	NE
108	83333	flgC	flgC	NE
108	83333	flgD	flgD	NE
108	83333	flgE	flgE	NE
108	83333	flgF	flgF	NE
108	83333	flgG	flgG	NE
108	83333	flgH	flgH	NE
108	83333	flgI	flgI	NE
108	83333	flgJ	flgJ	NE
108	83333	flgK	flgK	NE
108	83333	flgL	flgL	NE
108	83333	flgM	flgM	NE
108	83333	flgN	flgN	NE
108	83333	flhA	flhA	NE
108	83333	flhB	flhB	NE
108	83333	flhC	flhC	NE
108	83333	flhD	flhD	NE
108	83333	flhE	flhE	NE
108	83333	fliA	fliA	NE
108	83333	fliC	fliC	NE
108	83333	fliD	fliD	NE
108	83333	fliE	fliE	NE
108	83333	fliF	fliF	NE
108	83333	fliG	fliG	NE
108	83333	fliH	fliH	NE
108	83333	fliI	fliI	NE
108	83333	fliJ	fliJ	NE
108	83333	fliK	fliK	NE
108	83333	fliL	fliL	NE
108	83333	fliM	fliM	NE
108	83333	fliN	fliN	NE
108	83333	fliO	fliO	NE
108	83333	fliP	fliP	NE
108	83333	fliQ	fliQ	NE
108	83333	fliR	fliR	NE
108	83333	fliS	fliS	NE
108	83333	fliT	fliT	NE
108	83333	fliY	fliY	NE
108	83333	fliZ	fliZ	NE
108	83333	flk	flk	NE
108	83333	flu	flu	NE
108	83333	flxA	flxA	NE
108	83333	fmt	fmt	E
108	83333	fnr	fnr	NE
108	83333	fnrS	fnrS	NE
108	83333	focA	focA	NE
108	83333	focB	focB	NE
108	83333	folA	folA	E
108	83333	folB	folB	E
108	83333	folC	folC	E
108	83333	folD	folD	E
108	83333	folE	folE	E
108	83333	folK	folK	E
108	83333	folM	folM	NE
108	83333	folP	folP	NE
108	83333	folX	folX	NE
108	83333	fpr	fpr	NE
108	83333	frc	frc	NE
108	83333	frdA	frdA	NE
108	83333	frdB	frdB	NE
108	83333	frdC	frdC	NE
108	83333	frdD	frdD	NE
108	83333	fre	fre	NE
108	83333	frlA	frlA	NE
108	83333	frlB	frlB	NE
108	83333	frlC	frlC	NE
108	83333	frlD	frlD	NE
108	83333	frlR	frlR	NE
108	83333	frmA	frmA	NE
108	83333	frmB	frmB	NE
108	83333	frmR	frmR	NE
108	83333	frr	frr	E
108	83333	frsA	frsA	NE
108	83333	fruA	fruA	NE
108	83333	fruB	fruB	NE
108	83333	fruK	fruK	NE
108	83333	frvA	frvA	NE
108	83333	frvB	frvB	NE
108	83333	frvR	frvR	NE
108	83333	frvX	frvX	NE
108	83333	frwB	frwB	NE
108	83333	frwC	frwC	NE
108	83333	frwD	frwD	NE
108	83333	fryA	fryA	NE
108	83333	fryB	fryB	NE
108	83333	fryC	fryC	NE
108	83333	fsaA	fsaA	NE
108	83333	fsaB	fsaB	NE
108	83333	fsr	fsr	NE
108	83333	ftnA	ftnA	NE
108	83333	ftnB	ftnB	NE
108	83333	ftsA	ftsA	E
108	83333	ftsB	ftsB	E
108	83333	ftsE	ftsE	E
108	83333	ftsH	ftsH	C
108	83333	ftsI	ftsI	C
108	83333	ftsK	ftsK	E
108	83333	ftsL	ftsL	E
108	83333	ftsN	ftsN	E
108	83333	ftsP	ftsP	NE
108	83333	ftsQ	ftsQ	E
108	83333	ftsW	ftsW	E
108	83333	ftsX	ftsX	E
108	83333	ftsY	ftsY	E
108	83333	ftsZ	ftsZ	C
108	83333	fucA	fucA	NE
108	83333	fucI	fucI	NE
108	83333	fucK	fucK	NE
108	83333	fucO	fucO	NE
108	83333	fucP	fucP	NE
108	83333	fucR	fucR	NE
108	83333	fucU	fucU	NE
108	83333	fumA	fumA	NE
108	83333	fumB	fumB	NE
108	83333	fumC	fumC	NE
108	83333	fur	fur	NE
108	83333	fusA	fusA	E
108	83333	fusB	fusB	C
108	83333	fxsA	fxsA	NE
108	83333	gabC	gabC	NE
108	83333	gabD	gabD	NE
108	83333	gabP	gabP	NE
108	83333	gabT	gabT	NE
108	83333	gadA	gadA	NE
108	83333	gadB	gadB	NE
108	83333	gadC	gadC	NE
108	83333	gadE	gadE	NE
108	83333	gadR	gadR	NE
108	83333	gadW	gadW	NE
108	83333	gadX	gadX	NE
108	83333	gadY	gadY	NE
108	83333	galE	galE	NE
108	83333	galK	galK	NE
108	83333	galM	galM	NE
108	83333	galP	galP	NE
108	83333	galR	galR	NE
108	83333	galS	galS	NE
108	83333	galT	galT	NE
108	83333	galU	galU	NE
108	83333	gapA	gapA	E
108	83333	gapC	gapC	NE
108	83333	garA	garA	NE
108	83333	garB	garB	NE
108	83333	garD	garD	NE
108	83333	garK	garK	NE
108	83333	garL	garL	NE
108	83333	garP	garP	NE
108	83333	garR	garR	NE
108	83333	gatA	gatA	NE
108	83333	gatB	gatB	NE
108	83333	gatC	gatC	NE
108	83333	gatD	gatD	NE
108	83333	gatR	gatR	NE
108	83333	gatY	gatY	NE
108	83333	gatZ	gatZ	NE
108	83333	gcd	gcd	NE
108	83333	gcl	gcl	NE
108	83333	gcvA	gcvA	NE
108	83333	gcvB	gcvB	NE
108	83333	gcvH	gcvH	NE
108	83333	gcvP	gcvP	NE
108	83333	gcvR	gcvR	NE
108	83333	gcvT	gcvT	NE
108	83333	gdhA	gdhA	NE
108	83333	gfcA	gfcA	NE
108	83333	gfcB	gfcB	NE
108	83333	gfcC	gfcC	NE
108	83333	gfcD	gfcD	NE
108	83333	gfcE	gfcE	NE
108	83333	ggt	ggt	NE
108	83333	ghrA	ghrA	NE
108	83333	ghrB	ghrB	NE
108	83333	glcA	glcA	NE
108	83333	glcB	glcB	NE
108	83333	glcC	glcC	NE
108	83333	glcD	glcD	NE
108	83333	glcE	glcE	NE
108	83333	glcF	glcF	NE
108	83333	glcG	glcG	NE
108	83333	gldA	gldA	NE
108	83333	glf	glf	NE
108	83333	glgA	glgA	NE
108	83333	glgB	glgB	NE
108	83333	glgC	glgC	NE
108	83333	glgP	glgP	NE
108	83333	glgS	glgS	NE
108	83333	glgX	glgX	NE
108	83333	glk	glk	NE
108	83333	glmM	glmM	E
108	83333	glmS	glmS	E
108	83333	glmU	glmU	E
108	83333	glmX	glmX	NE
108	83333	glmY	glmY	NE
108	83333	glmZ	glmZ	NE
108	83333	glnA	glnA	NE
108	83333	glnB	glnB	NE
108	83333	glnD	glnD	NE
108	83333	glnE	glnE	NE
108	83333	glnG	glnG	NE
108	83333	glnH	glnH	NE
108	83333	glnK	glnK	NE
108	83333	glnL	glnL	NE
108	83333	glnP	glnP	NE
108	83333	glnQ	glnQ	NE
108	83333	glnS	glnS	E
108	83333	glnU	glnU	NE
108	83333	glnV	glnV	NE
108	83333	glnW	glnW	NE
108	83333	glnX	glnX	NE
108	83333	gloA	gloA	NE
108	83333	gloB	gloB	NE
108	83333	glpA	glpA	NE
108	83333	glpB	glpB	NE
108	83333	glpC	glpC	NE
108	83333	glpD	glpD	NE
108	83333	glpE	glpE	NE
108	83333	glpF	glpF	NE
108	83333	glpG	glpG	NE
108	83333	glpK	glpK	NE
108	83333	glpQ	glpQ	NE
108	83333	glpR	glpR	NE
108	83333	glpT	glpT	NE
108	83333	glpX	glpX	NE
108	83333	glrK	glrK	NE
108	83333	glrR	glrR	NE
108	83333	glsA	glsA	NE
108	83333	glsB	glsB	NE
108	83333	gltA	gltA	NE
108	83333	gltB	gltB	NE
108	83333	gltD	gltD	NE
108	83333	gltE	gltE	NE
108	83333	gltF	gltF	NE
108	83333	gltH	gltH	NE
108	83333	gltI	gltI	NE
108	83333	gltJ	gltJ	NE
108	83333	gltK	gltK	NE
108	83333	gltL	gltL	NE
108	83333	gltM	gltM	NE
108	83333	gltP	gltP	NE
108	83333	gltR	gltR	NE
108	83333	gltS	gltS	NE
108	83333	gltT	gltT	NE
108	83333	gltU	gltU	NE
108	83333	gltV	gltV	NE
108	83333	gltW	gltW	NE
108	83333	gltX	gltX	E
108	83333	gluQ	gluQ	NE
108	83333	glvC	glvC	NE
108	83333	glvG	glvG	NE
108	83333	glxK	glxK	NE
108	83333	glxR	glxR	NE
108	83333	glyA	glyA	NE
108	83333	glyQ	glyQ	E
108	83333	glyS	glyS	E
108	83333	glyT	glyT	E
108	83333	glyU	glyU	NE
108	83333	glyV	glyV	NE
108	83333	glyW	glyW	NE
108	83333	glyX	glyX	NE
108	83333	glyY	glyY	NE
108	83333	gmd	gmd	NE
108	83333	gmhA	gmhA	NE
108	83333	gmhB	gmhB	NE
108	83333	gmk	gmk	E
108	83333	gmr	gmr	NE
108	83333	gnd	gnd	NE
108	83333	gnsA	gnsA	NE
108	83333	gnsB	gnsB	NE
108	83333	gntK	gntK	NE
108	83333	gntP	gntP	NE
108	83333	gntR	gntR	NE
108	83333	gntS	gntS	NE
108	83333	gntT	gntT	NE
108	83333	gntU	gntU	NE
108	83333	gntX	gntX	NE
108	83333	gor	gor	NE
108	83333	gph	gph	NE
108	83333	gpmA	gpmA	NE
108	83333	gpmM	gpmM	NE
108	83333	gpp	gpp	NE
108	83333	gpr	gpr	NE
108	83333	gprA	gprA	NE
108	83333	gprB	gprB	NE
108	83333	gpsA	gpsA	E
108	83333	gpt	gpt	NE
108	83333	grcA	grcA	NE
108	83333	greA	greA	NE
108	83333	greB	greB	NE
108	83333	groE	groE	NE
108	83333	groL	groL	E
108	83333	groS	groS	E
108	83333	grpE	grpE	E
108	83333	grxA	grxA	NE
108	83333	grxB	grxB	NE
108	83333	grxC	grxC	NE
108	83333	grxD	grxD	NE
108	83333	gshA	gshA	NE
108	83333	gshB	gshB	NE
108	83333	gsiA	gsiA	NE
108	83333	gsiB	gsiB	NE
108	83333	gsiC	gsiC	NE
108	83333	gsiD	gsiD	NE
108	83333	gsk	gsk	NE
108	83333	gspA	gspA	NE
108	83333	gspB	gspB	NE
108	83333	gspC	gspC	NE
108	83333	gspD	gspD	NE
108	83333	gspE	gspE	NE
108	83333	gspF	gspF	NE
108	83333	gspG	gspG	NE
108	83333	gspH	gspH	NE
108	83333	gspI	gspI	NE
108	83333	gspJ	gspJ	NE
108	83333	gspK	gspK	NE
108	83333	gspL	gspL	NE
108	83333	gspM	gspM	NE
108	83333	gspO	gspO	NE
108	83333	gss	gss	NE
108	83333	gstA	gstA	NE
108	83333	gstB	gstB	NE
108	83333	gtrA	gtrA	C
108	83333	gtrB	gtrB	NE
108	83333	gtrS	gtrS	NE
108	83333	guaA	guaA	NE
108	83333	guaB	guaB	NE
108	83333	guaC	guaC	NE
108	83333	guaD	guaD	NE
108	83333	gudD	gudD	NE
108	83333	gudP	gudP	NE
108	83333	gudX	gudX	NE
108	83333	gurB	gurB	NE
108	83333	gurC	gurC	NE
108	83333	gutM	gutM	NE
108	83333	gutQ	gutQ	NE
108	83333	gyrA	gyrA	E
108	83333	gyrB	gyrB	E
108	83333	hcaB	hcaB	NE
108	83333	hcaC	hcaC	NE
108	83333	hcaD	hcaD	NE
108	83333	hcaE	hcaE	NE
108	83333	hcaF	hcaF	NE
108	83333	hcaR	hcaR	NE
108	83333	hcaT	hcaT	NE
108	83333	hchA	hchA	NE
108	83333	hcp	hcp	NE
108	83333	hcr	hcr	NE
108	83333	hda	hda	E
108	83333	hdeA	hdeA	NE
108	83333	hdeB	hdeB	NE
108	83333	hdeD	hdeD	NE
108	83333	hdfR	hdfR	NE
108	83333	hdhA	hdhA	NE
108	83333	helD	helD	NE
108	83333	hemA	hemA	E
108	83333	hemB	hemB	E
108	83333	hemC	hemC	C
108	83333	hemD	hemD	E
108	83333	hemE	hemE	NE
108	83333	hemF	hemF	NE
108	83333	hemG	hemG	E
108	83333	hemH	hemH	E
108	83333	hemL	hemL	E
108	83333	hemN	hemN	NE
108	83333	hemX	hemX	NE
108	83333	hemY	hemY	NE
108	83333	het	het	NE
108	83333	hflA	hflA	NE
108	83333	hflC	hflC	NE
108	83333	hflD	hflD	NE
108	83333	hflK	hflK	NE
108	83333	hflX	hflX	NE
108	83333	hfq	hfq	NE
108	83333	hha	hha	NE
108	83333	hicA	hicA	NE
108	83333	hicB	hicB	NE
108	83333	higA	higA	NE
108	83333	higB	higB	NE
108	83333	hinT	hinT	NE
108	83333	hipA	hipA	NE
108	83333	hipB	hipB	NE
108	83333	hisA	hisA	NE
108	83333	hisB	hisB	NE
108	83333	hisC	hisC	NE
108	83333	hisD	hisD	NE
108	83333	hisF	hisF	NE
108	83333	hisG	hisG	NE
108	83333	hisH	hisH	NE
108	83333	hisI	hisI	NE
108	83333	hisJ	hisJ	NE
108	83333	hisL	hisL	NE
108	83333	hisM	hisM	NE
108	83333	hisP	hisP	NE
108	83333	hisQ	hisQ	NE
108	83333	hisR	hisR	E
108	83333	hisS	hisS	E
108	83333	hiuH	hiuH	NE
108	83333	hldD	hldD	NE
108	83333	hldE	hldE	NE
108	83333	hlyE	hlyE	NE
108	83333	hmp	hmp	NE
108	83333	hns	hns	NE
108	83333	hofB	hofB	NE
108	83333	hofC	hofC	NE
108	83333	hofM	hofM	NE
108	83333	hofN	hofN	NE
108	83333	hofO	hofO	NE
108	83333	hofP	hofP	NE
108	83333	hofQ	hofQ	NE
108	83333	hokA	hokA	NE
108	83333	hokB	hokB	NE
108	83333	hokC	hokC	NE
108	83333	hokD	hokD	NE
108	83333	hokE	hokE	NE
108	83333	holA	holA	E
108	83333	holB	holB	E
108	83333	holC	holC	NE
108	83333	holD	holD	NE
108	83333	holE	holE	NE
108	83333	hpf	hpf	NE
108	83333	hpt	hpt	NE
108	83333	hrpA	hrpA	NE
108	83333	hrpB	hrpB	NE
108	83333	hscA	hscA	NE
108	83333	hscB	hscB	NE
108	83333	hscC	hscC	NE
108	83333	hsdM	hsdM	NE
108	83333	hsdR	hsdR	NE
108	83333	hsdS	hsdS	NE
108	83333	hslC	hslC	NE
108	83333	hslD	hslD	NE
108	83333	hslJ	hslJ	NE
108	83333	hslK	hslK	NE
108	83333	hslO	hslO	NE
108	83333	hslR	hslR	NE
108	83333	hslU	hslU	NE
108	83333	hslV	hslV	NE
108	83333	hslW	hslW	NE
108	83333	hspQ	hspQ	NE
108	83333	hsrA	hsrA	NE
108	83333	htpG	htpG	NE
108	83333	htpX	htpX	NE
108	83333	htrE	htrE	NE
108	83333	hupA	hupA	NE
108	83333	hupB	hupB	NE
108	83333	hyaA	hyaA	NE
108	83333	hyaB	hyaB	NE
108	83333	hyaC	hyaC	NE
108	83333	hyaD	hyaD	NE
108	83333	hyaE	hyaE	NE
108	83333	hyaF	hyaF	NE
108	83333	hybA	hybA	NE
108	83333	hybB	hybB	NE
108	83333	hybC	hybC	NE
108	83333	hybD	hybD	NE
108	83333	hybE	hybE	NE
108	83333	hybF	hybF	NE
108	83333	hybG	hybG	NE
108	83333	hybO	hybO	NE
108	83333	hycA	hycA	NE
108	83333	hycB	hycB	NE
108	83333	hycC	hycC	NE
108	83333	hycD	hycD	NE
108	83333	hycE	hycE	NE
108	83333	hycF	hycF	NE
108	83333	hycG	hycG	NE
108	83333	hycH	hycH	NE
108	83333	hycI	hycI	NE
108	83333	hydN	hydN	NE
108	83333	hyfA	hyfA	NE
108	83333	hyfB	hyfB	NE
108	83333	hyfC	hyfC	NE
108	83333	hyfD	hyfD	NE
108	83333	hyfE	hyfE	NE
108	83333	hyfF	hyfF	NE
108	83333	hyfG	hyfG	NE
108	83333	hyfH	hyfH	NE
108	83333	hyfI	hyfI	NE
108	83333	hyfJ	hyfJ	NE
108	83333	hyfR	hyfR	NE
108	83333	hyi	hyi	NE
108	83333	hypA	hypA	NE
108	83333	hypB	hypB	NE
108	83333	hypC	hypC	NE
108	83333	hypD	hypD	NE
108	83333	hypE	hypE	NE
108	83333	hypF	hypF	NE
108	83333	hyuA	hyuA	NE
108	83333	iaaA	iaaA	NE
108	83333	iadA	iadA	NE
108	83333	iap	iap	NE
108	83333	ibaG	ibaG	NE
108	83333	ibpA	ibpA	NE
108	83333	ibpB	ibpB	NE
108	83333	ibsA	ibsA	NE
108	83333	ibsB	ibsB	NE
108	83333	ibsC	ibsC	NE
108	83333	ibsD	ibsD	NE
108	83333	ibsE	ibsE	NE
108	83333	icd	icd	NE
108	83333	icdC	icdC	NE
108	83333	iclR	iclR	NE
108	83333	idi	idi	NE
108	83333	idnD	idnD	NE
108	83333	idnK	idnK	NE
108	83333	idnO	idnO	NE
108	83333	idnR	idnR	NE
108	83333	idnT	idnT	NE
108	83333	ihfA	ihfA	NE
108	83333	ihfB	ihfB	NE
108	83333	ileR	ileR	NE
108	83333	ileS	ileS	E
108	83333	ileT	ileT	NE
108	83333	ileU	ileU	NE
108	83333	ileV	ileV	NE
108	83333	ileX	ileX	NE
108	83333	ileY	ileY	NE
108	83333	ilvA	ilvA	NE
108	83333	ilvB	ilvB	NE
108	83333	ilvC	ilvC	NE
108	83333	ilvD	ilvD	NE
108	83333	ilvE	ilvE	NE
108	83333	ilvF	ilvF	NE
108	83333	ilvG	ilvG	NE
108	83333	ilvH	ilvH	NE
108	83333	ilvI	ilvI	NE
108	83333	ilvJ	ilvJ	NE
108	83333	ilvL	ilvL	NE
108	83333	ilvM	ilvM	NE
108	83333	ilvN	ilvN	NE
108	83333	ilvR	ilvR	NE
108	83333	ilvU	ilvU	NE
108	83333	ilvX	ilvX	NE
108	83333	ilvY	ilvY	NE
108	83333	inaA	inaA	NE
108	83333	infA	infA	E
108	83333	infB	infB	E
108	83333	infC	infC	E
108	83333	inm	inm	NE
108	83333	insA	insA	NE
108	83333	insB1	insB1	NE
108	83333	insC1	insC1	NE
108	83333	insD1	insD1	NE
108	83333	insE1	insE1	NE
108	83333	insF1	insF1	NE
108	83333	insG	insG	NE
108	83333	insH1	insH1	NE
108	83333	insI1	insI1	NE
108	83333	insJ	insJ	NE
108	83333	insK	insK	NE
108	83333	insL1	insL1	NE
108	83333	insM	insM	NE
108	83333	insN	insN	NE
108	83333	insO	insO	NE
108	83333	insP	insP	NE
108	83333	insQ	insQ	NE
108	83333	insX	insX	NE
108	83333	insZ	insZ	NE
108	83333	intA	intA	NE
108	83333	intB	intB	NE
108	83333	intD	intD	NE
108	83333	intE	intE	NE
108	83333	intF	intF	NE
108	83333	intG	intG	NE
108	83333	intK	intK	NE
108	83333	intQ	intQ	NE
108	83333	intR	intR	NE
108	83333	intS	intS	NE
108	83333	intZ	intZ	NE
108	83333	iraD	iraD	NE
108	83333	iraM	iraM	NE
108	83333	iraP	iraP	NE
108	83333	iroK	iroK	NE
108	83333	iscA	iscA	NE
108	83333	iscR	iscR	NE
108	83333	iscS	iscS	NE
108	83333	iscU	iscU	NE
108	83333	iscX	iscX	NE
108	83333	isfA	isfA	NE
108	83333	ispA	ispA	C
108	83333	ispB	ispB	E
108	83333	ispD	ispD	E
108	83333	ispE	ispE	E
108	83333	ispF	ispF	E
108	83333	ispG	ispG	E
108	83333	ispH	ispH	E
108	83333	ispU	ispU	E
108	83333	isrC	isrC	NE
108	83333	istR	istR	NE
108	83333	ivbL	ivbL	NE
108	83333	ivy	ivy	NE
108	83333	jayE	jayE	NE
108	83333	katC	katC	NE
108	83333	katE	katE	NE
108	83333	katG	katG	NE
108	83333	kbaY	kbaY	NE
108	83333	kbaZ	kbaZ	NE
108	83333	kbl	kbl	NE
108	83333	kch	kch	NE
108	83333	kdgK	kdgK	NE
108	83333	kdgR	kdgR	NE
108	83333	kdgT	kdgT	NE
108	83333	kdpA	kdpA	NE
108	83333	kdpB	kdpB	NE
108	83333	kdpC	kdpC	NE
108	83333	kdpD	kdpD	NE
108	83333	kdpE	kdpE	NE
108	83333	kdpF	kdpF	NE
108	83333	kdsA	kdsA	E
108	83333	kdsB	kdsB	E
108	83333	kdsC	kdsC	E
108	83333	kdsD	kdsD	NE
108	83333	kduD	kduD	NE
108	83333	kduI	kduI	NE
108	83333	kefB	kefB	NE
108	83333	kefC	kefC	NE
108	83333	kefF	kefF	NE
108	83333	kefG	kefG	NE
108	83333	kgtP	kgtP	NE
108	83333	kilR	kilR	NE
108	83333	kptA	kptA	NE
108	83333	ksgB	ksgB	NE
108	83333	ksgC	ksgC	NE
108	83333	ksgD	ksgD	NE
108	83333	kup	kup	NE
108	83333	lacA	lacA	NE
108	83333	lacI	lacI	NE
108	83333	lacY	lacY	NE
108	83333	lacZ	lacZ	NE
108	83333	lafU	lafU	NE
108	83333	lamB	lamB	NE
108	83333	ldcA	ldcA	NE
108	83333	ldcC	ldcC	NE
108	83333	ldhA	ldhA	NE
108	83333	ldrA	ldrA	NE
108	83333	ldrB	ldrB	NE
108	83333	ldrC	ldrC	NE
108	83333	ldrD	ldrD	NE
108	83333	lepA	lepA	NE
108	83333	lepB	lepB	E
108	83333	leuA	leuA	NE
108	83333	leuB	leuB	NE
108	83333	leuC	leuC	NE
108	83333	leuD	leuD	NE
108	83333	leuE	leuE	NE
108	83333	leuJ	leuJ	NE
108	83333	leuL	leuL	NE
108	83333	leuO	leuO	NE
108	83333	leuP	leuP	NE
108	83333	leuQ	leuQ	NE
108	83333	leuR	leuR	NE
108	83333	leuS	leuS	E
108	83333	leuT	leuT	NE
108	83333	leuU	leuU	E
108	83333	leuV	leuV	NE
108	83333	leuW	leuW	E
108	83333	leuX	leuX	NE
108	83333	leuY	leuY	NE
108	83333	leuZ	leuZ	E
108	83333	lev	lev	NE
108	83333	lexA	lexA	E
108	83333	lfhA	lfhA	NE
108	83333	lgt	lgt	E
108	83333	lhgO	lhgO	NE
108	83333	lhr	lhr	NE
108	83333	ligA	ligA	E
108	83333	ligB	ligB	NE
108	83333	ligT	ligT	NE
108	83333	linB	linB	NE
108	83333	lipA	lipA	NE
108	83333	lipB	lipB	NE
108	83333	lit	lit	NE
108	83333	livF	livF	NE
108	83333	livG	livG	NE
108	83333	livH	livH	NE
108	83333	livJ	livJ	NE
108	83333	livK	livK	NE
108	83333	livM	livM	NE
108	83333	lldD	lldD	NE
108	83333	lldP	lldP	NE
108	83333	lldR	lldR	NE
108	83333	lnt	lnt	E
108	83333	loiP	loiP	NE
108	83333	lolA	lolA	E
108	83333	lolB	lolB	E
108	83333	lolC	lolC	E
108	83333	lolD	lolD	E
108	83333	lolE	lolE	E
108	83333	lomR	lomR	NE
108	83333	lon	lon	NE
108	83333	lpcB	lpcB	NE
108	83333	lpd	lpd	NE
108	83333	lplA	lplA	C
108	83333	lplT	lplT	NE
108	83333	lpoA	lpoA	NE
108	83333	lpoB	lpoB	NE
108	83333	lpp	lpp	NE
108	83333	lptA	lptA	E
108	83333	lptB	lptB	E
108	83333	lptC	lptC	E
108	83333	lptD	lptD	E
108	83333	lptE	lptE	E
108	83333	lptF	lptF	E
108	83333	lptG	lptG	E
108	83333	lpxA	lpxA	E
108	83333	lpxB	lpxB	E
108	83333	lpxC	lpxC	E
108	83333	lpxD	lpxD	E
108	83333	lpxH	lpxH	E
108	83333	lpxK	lpxK	E
108	83333	lpxP	lpxP	NE
108	83333	lpxT	lpxT	NE
108	83333	lrb	lrb	NE
108	83333	lrhA	lrhA	NE
108	83333	lrp	lrp	NE
108	83333	lspA	lspA	E
108	83333	lsrA	lsrA	NE
108	83333	lsrB	lsrB	NE
108	83333	lsrC	lsrC	NE
108	83333	lsrD	lsrD	NE
108	83333	lsrF	lsrF	NE
108	83333	lsrG	lsrG	NE
108	83333	lsrK	lsrK	NE
108	83333	lsrR	lsrR	NE
108	83333	ltaE	ltaE	NE
108	83333	luxS	luxS	NE
108	83333	lysA	lysA	NE
108	83333	lysC	lysC	NE
108	83333	lysP	lysP	NE
108	83333	lysQ	lysQ	NE
108	83333	lysR	lysR	NE
108	83333	lysS	lysS	NE
108	83333	lysT	lysT	NE
108	83333	lysU	lysU	NE
108	83333	lysV	lysV	NE
108	83333	lysW	lysW	NE
108	83333	lysX	lysX	NE
108	83333	lysY	lysY	NE
108	83333	lysZ	lysZ	NE
108	83333	lytA	lytA	NE
108	83333	lyxK	lyxK	NE
108	83333	maa	maa	NE
108	83333	mac	mac	NE
108	83333	macA	macA	NE
108	83333	macB	macB	NE
108	83333	maeA	maeA	NE
108	83333	maeB	maeB	NE
108	83333	mafA	mafA	NE
108	83333	mafB	mafB	NE
108	83333	mak	mak	NE
108	83333	malA	malA	NE
108	83333	malE	malE	NE
108	83333	malF	malF	NE
108	83333	malG	malG	NE
108	83333	malI	malI	NE
108	83333	malK	malK	NE
108	83333	malM	malM	NE
108	83333	malP	malP	NE
108	83333	malQ	malQ	NE
108	83333	malS	malS	NE
108	83333	malT	malT	NE
108	83333	malX	malX	NE
108	83333	malY	malY	NE
108	83333	malZ	malZ	NE
108	83333	manA	manA	NE
108	83333	manX	manX	NE
108	83333	manY	manY	NE
108	83333	manZ	manZ	NE
108	83333	map	map	E
108	83333	marA	marA	NE
108	83333	marB	marB	NE
108	83333	marC	marC	NE
108	83333	marR	marR	NE
108	83333	matP	matP	NE
108	83333	mazE	mazE	NE
108	83333	mazF	mazF	NE
108	83333	mazG	mazG	NE
108	83333	mbrB	mbrB	NE
108	83333	mcaS	mcaS	NE
108	83333	mcbA	mcbA	NE
108	83333	mcbR	mcbR	NE
108	83333	mcrA	mcrA	NE
108	83333	mcrB	mcrB	NE
108	83333	mcrC	mcrC	NE
108	83333	mdaB	mdaB	NE
108	83333	mdfA	mdfA	NE
108	83333	mdh	mdh	NE
108	83333	mdlA	mdlA	NE
108	83333	mdlB	mdlB	NE
108	83333	mdtA	mdtA	NE
108	83333	mdtB	mdtB	NE
108	83333	mdtC	mdtC	NE
108	83333	mdtD	mdtD	NE
108	83333	mdtE	mdtE	NE
108	83333	mdtF	mdtF	NE
108	83333	mdtG	mdtG	NE
108	83333	mdtH	mdtH	NE
108	83333	mdtI	mdtI	NE
108	83333	mdtJ	mdtJ	NE
108	83333	mdtK	mdtK	NE
108	83333	mdtL	mdtL	NE
108	83333	mdtM	mdtM	NE
108	83333	mdtN	mdtN	NE
108	83333	mdtO	mdtO	NE
108	83333	mdtP	mdtP	NE
108	83333	mdtQ	mdtQ	NE
108	83333	meb	meb	NE
108	83333	melA	melA	NE
108	83333	melB	melB	NE
108	83333	melR	melR	NE
108	83333	menA	menA	NE
108	83333	menB	menB	NE
108	83333	menC	menC	NE
108	83333	menD	menD	NE
108	83333	menE	menE	NE
108	83333	menF	menF	NE
108	83333	menH	menH	NE
108	83333	mepA	mepA	NE
108	83333	metA	metA	NE
108	83333	metB	metB	NE
108	83333	metC	metC	NE
108	83333	metD	metD	NE
108	83333	metE	metE	NE
108	83333	metF	metF	NE
108	83333	metG	metG	E
108	83333	metH	metH	NE
108	83333	metI	metI	NE
108	83333	metJ	metJ	NE
108	83333	metK	metK	E
108	83333	metL	metL	NE
108	83333	metN	metN	NE
108	83333	metQ	metQ	NE
108	83333	metR	metR	NE
108	83333	metT	metT	NE
108	83333	metU	metU	NE
108	83333	metV	metV	NE
108	83333	metW	metW	NE
108	83333	metY	metY	NE
108	83333	metZ	metZ	NE
108	83333	mfd	mfd	NE
108	83333	mglA	mglA	NE
108	83333	mglB	mglB	NE
108	83333	mglC	mglC	NE
108	83333	mglR	mglR	NE
108	83333	mgrB	mgrB	NE
108	83333	mgrR	mgrR	NE
